CustomerID,Recency,Frequency,Monetary,AccountBalance,Age,Gender,source,churn_prob,risk_tier
C5469817,29,1,100.0,51209.88,26.0,M,india,0.9311961782655057,High risk
C5412386,22,1,100.0,35985.04,26.9,M,india,0.9311961782655057,High risk
C8325942,29,1,100.0,35584.62,27.4,M,india,0.9311961782655057,High risk
C6810550,26,1,100.0,52284.0,28.0,M,india,0.9311961782655057,High risk
C1150718,26,1,299.0,36746.91,51.1,F,india,0.9311956888739407,High risk
C3620989,26,1,45.0,5161.67,24.6,M,india,0.9311953843461123,High risk
C2849790,26,1,47.0,9905.24,23.9,M,india,0.9311953843461123,High risk
C4716428,27,1,185.0,62400.44,25.4,M,india,0.9311938725696157,High risk
C4526948,27,1,178.0,39804.08,26.7,M,india,0.9311938725696157,High risk
C2631189,27,1,1635.0,48235.88,,M,india,0.9311930641903323,High risk
C2524143,29,1,589.0,41579.06,,F,india,0.9311916307173076,High risk
C6731782,29,1,600.0,35234.8,,M,india,0.9311916307173076,High risk
C6226983,25,3,1237.0,39804.08,29.5,M,india,0.9311857265394745,High risk
C6034979,30,2,360.0,13728.76,25.4,M,india,0.9311825999364491,High risk
C8412487,27,1,740.0,18818.19,43.5,M,india,0.9311794700207489,High risk
C4724576,25,1,203.0,2144.77,30.3,F,india,0.9311778553581973,High risk
C4829054,27,1,453.0,23402.22,36.2,M,india,0.9311766387924918,High risk
C3228647,27,1,300.0,15103.95,35.5,M,india,0.9311762237955462,High risk
C7915050,27,1,1099.0,58020.46,25.9,F,india,0.9311755074882647,High risk
C6229836,27,1,1098.0,63557.28,26.6,F,india,0.9311755074882647,High risk
C7910766,27,1,6000.0,26375.04,46.5,M,india,0.9311676382148276,High risk
C8689450,30,1,718.9,30147.68,28.1,M,india,0.9311666059496998,High risk
C3758984,25,1,799.0,32695.57,27.0,F,india,0.9311666059496998,High risk
C3936915,27,1,1799.0,28565.31,30.7,M,india,0.931165040792816,High risk
C3612319,29,1,71.45,3252.58,30.3,M,india,0.9311616291113692,High risk
C8233661,26,1,57.0,9000.24,29.8,M,india,0.9311616291113692,High risk
C2919133,25,1,50.0,7627.62,31.1,M,india,0.9311616291113692,High risk
C7644618,1,1,51.0,6188.94,31.1,M,india,0.9311616291113692,High risk
C7336060,26,1,227.75,468789.4,38.2,M,india,0.9311610728735402,High risk
C4836516,30,1,200.0,1075.58,33.4,M,india,0.9311607915842451,High risk
C6812677,25,1,200.0,2253.68,33.1,M,india,0.9311607915842451,High risk
C8711672,26,2,1350.0,35578.85,32.5,M,india,0.9311557595058719,High risk
C7319839,27,1,50.0,699.0,27.9,M,india,0.9311465540896486,High risk
C8739540,30,1,580.64,19740.99,30.0,M,india,0.9311453150294299,High risk
C2125617,27,1,97.0,238.15,26.9,F,india,0.9311431509761493,High risk
C3914288,27,1,2446.0,146649.8,,M,india,0.9311419319318979,High risk
C3939768,27,1,2328.0,264904.11,,M,india,0.9311419319318979,High risk
C1920322,27,1,1999.0,142011.04,,M,india,0.9311419319318979,High risk
C3778877,27,1,4975.0,66215.24,24.4,M,india,0.9311404672915707,High risk
C1797182,1,1,98.0,22307.41,26.3,M,india,0.9311388261020077,High risk
C2049543,27,1,904.0,76405.47,28.4,M,india,0.931137719537983,High risk
C6216425,30,2,7670.0,69102.5,60.9,M,india,0.9311370395822143,High risk
C6020984,27,1,2005.0,101815.65,24.6,F,india,0.9311355773049476,High risk
C5720913,27,1,2501.0,101815.65,24.6,F,india,0.9311355773049476,High risk
C6421064,25,2,1175.0,68437.27,22.9,M,india,0.9311321290036734,High risk
C8540370,26,1,300.0,31584.64,,M,india,0.9311320317261036,High risk
C4629556,25,1,280.0,32673.89,,M,india,0.9311320317261036,High risk
C2522741,1,2,230.0,1068411.66,19.9,M,india,0.9311306634294721,High risk
C1039386,22,1,860.0,24143.36,42.3,M,india,0.9311304464575847,High risk
C4726928,1,1,740.12,24497.19,42.9,F,india,0.9311304464575847,High risk
C3640561,26,1,1853.0,19318.14,,M,india,0.9311293191385526,High risk
C5960148,27,1,174.0,1221930.18,29.0,M,india,0.9311288282769692,High risk
C7823418,25,1,606.9,859322.05,34.7,M,india,0.9311266840074233,High risk
C4141290,27,1,5972.0,84516.31,30.7,M,india,0.93112496958269,High risk
C7431467,29,2,897.1,17164.21,36.1,M,india,0.9311218216145751,High risk
C7033052,26,1,1000.0,77408.3,,M,india,0.9311208674376127,High risk
C4846623,26,1,200.0,28354.63,29.3,M,india,0.9311160346634936,High risk
C2097356,25,1,211.0,251312.42,27.3,M,india,0.9311159847150787,High risk
C6616429,27,1,630.0,31502.23,32.3,F,india,0.9311123344088458,High risk
C5610444,25,2,606.0,5869.28,22.3,F,india,0.9311032470669754,High risk
C5829364,27,1,120.0,21972.15,32.7,M,india,0.9311015002089633,High risk
C5137258,25,1,220.0,36100.86,29.9,M,india,0.9311001754693216,High risk
C3135142,26,1,20.0,7457.57,29.3,M,india,0.9310993016448579,High risk
C4037323,1,1,37.0,9600.05,29.4,M,india,0.9310993016448579,High risk
C1338523,27,2,9098.0,9274.41,37.8,M,india,0.9310972778213509,High risk
C7743034,26,1,197.0,29503.68,24.8,F,india,0.9310947673395893,High risk
C5921953,25,1,560.0,1059939.65,29.0,M,india,0.9310943533169758,High risk
C3722839,26,1,399.0,22072.6,23.7,F,india,0.9310907127205603,High risk
C1132733,27,1,562.99,18765.31,36.2,M,india,0.9310901382834657,High risk
C5746853,29,1,55.0,5351.45,22.1,M,india,0.9310863372418261,High risk
C1511059,26,1,1.0,14644.7,22.0,M,india,0.9310862430069752,High risk
C4798783,29,1,298.0,46531.6,35.1,M,india,0.931084180896565,High risk
C8248416,1,1,290.0,34388.55,34.4,M,india,0.931084180896565,High risk
C5831155,26,1,250.0,47360.78,35.7,M,india,0.931084180896565,High risk
C8313474,1,1,267.0,47752.54,35.4,F,india,0.931084180896565,High risk
C8197576,26,1,300.0,39023.24,34.4,M,india,0.931084180896565,High risk
C5630228,26,1,300.0,33627.02,36.2,M,india,0.931084180896565,High risk
C6517183,26,2,1191.0,25201.51,37.6,M,india,0.9310778830197967,High risk
C1627960,27,1,48.0,8336.1,26.4,M,india,0.931075619275542,High risk
C2755937,29,1,480.0,160581.78,32.0,F,india,0.931075291198358,High risk
C1527066,1,1,485.0,241794.04,30.7,M,india,0.931075291198358,High risk
C6171719,27,1,250.0,11323.24,28.3,M,india,0.931070947521503,High risk
C1221777,27,1,730.0,18613.83,36.2,M,india,0.9310679377039914,High risk
C1717831,27,1,1160.0,32599.09,30.3,F,india,0.9310673921166471,High risk
C3636978,27,1,1300.0,28565.31,30.7,M,india,0.9310673921166471,High risk
C5925114,30,1,400.0,18089.49,37.2,M,india,0.9310671199372627,High risk
C7319641,26,1,428.0,18652.28,35.4,F,india,0.9310671199372627,High risk
C6110539,30,2,10952.06,206779.38,61.6,F,india,0.9310633867801015,High risk
C4289840,26,1,42036.0,102629.91,,F,india,0.9310608850097638,High risk
C1495763,25,1,127.0,29789.02,30.5,M,india,0.9310581198583063,High risk
C7210678,27,1,500.0,17616.36,42.2,M,india,0.9310572408916268,High risk
C5510984,27,1,50.0,6390.11,26.7,F,india,0.9310555407822498,High risk
C3524632,27,1,535.0,19351.1,41.5,M,india,0.9310543362921616,High risk
C6862083,27,1,55.0,2914.68,22.6,M,india,0.9310539293924852,High risk
C8827819,27,1,8600.0,76653.13,38.8,F,india,0.9310524123963657,High risk
C4097289,26,1,220.0,636230.2,40.0,M,india,0.9310517694447696,High risk
C1312987,26,1,220.0,634388.04,35.8,M,india,0.9310517694447696,High risk
C6432239,25,2,12789.0,30630.59,31.2,M,india,0.9310508852746521,High risk
C3215016,25,1,161.0,446569.87,24.1,M,india,0.9310498913751423,High risk
C7431378,29,1,180.0,265968.27,24.0,M,india,0.9310498913751423,High risk
C5134988,26,1,144.0,107574.32,24.9,M,india,0.9310498913751423,High risk
C2539643,25,1,385.0,10234.36,19.4,F,india,0.9310488338256708,High risk
C2934331,30,1,200.0,8510.9,33.3,M,india,0.9310476214125987,High risk
C3825929,30,1,200.0,9986.44,33.1,F,india,0.9310476214125987,High risk
C3914717,27,1,20.0,12457.3,27.4,M,india,0.9310448809479889,High risk
C8412773,27,1,30.0,2206.14,28.6,M,india,0.9310448809479889,High risk
C5226126,27,1,24.0,7655.17,27.8,M,india,0.9310448809479889,High risk
C2211914,27,1,320.84,10521.32,,F,india,0.9310434422909408,High risk
C3434819,27,1,4777.0,30518.43,35.9,M,india,0.9310427424697373,High risk
C6321982,27,1,2350.0,86613.88,31.1,M,india,0.9310416352605657,High risk
C8636889,1,1,540.0,83293.29,41.0,M,india,0.9310396669492905,High risk
C8339725,30,1,363.0,22912.87,29.0,F,india,0.9310363525390606,High risk
C7621660,30,2,1349.0,89829.47,31.8,M,india,0.9310290748453477,High risk
C9060040,30,1,180.0,511.83,26.4,M,india,0.9310244503940204,High risk
C1416473,25,1,190.0,1430.26,26.3,M,india,0.9310244503940204,High risk
C5367567,30,1,180.45,2091.44,25.1,M,india,0.9310244503940204,High risk
C7131489,1,1,158.0,1724.3,26.2,F,india,0.9310244503940204,High risk
C4531749,22,1,185.68,6105.27,25.9,F,india,0.9310244503940204,High risk
C4030681,26,1,60.0,151448.51,,M,india,0.9310205452176915,High risk
C3227958,27,2,3663.46,1722.17,30.9,M,india,0.9310197893772872,High risk
C7530988,27,1,275.0,22208.76,28.9,F,india,0.9310197029584099,High risk
C7395872,29,1,268.0,271083.92,31.0,M,india,0.9310159803414462,High risk
C4912172,26,1,274.0,614156.34,31.9,M,india,0.9310159803414462,High risk
C7641650,26,1,268.0,133210.36,30.5,F,india,0.9310159803414462,High risk
C4389832,29,1,300.0,157286.38,29.8,M,india,0.9310159803414462,High risk
C1918056,26,2,1041.0,93556.45,75.1,M,india,0.9310095281080237,High risk
C2727447,1,1,254.0,63681.01,46.1,M,india,0.9310081034560133,High risk
C5419555,25,1,263.0,57756.06,43.6,M,india,0.9310081034560133,High risk
C7315126,25,1,260.0,23182.52,29.3,M,india,0.9310072854076279,High risk
C8256930,29,1,135.07,26748.25,26.8,F,india,0.9310043501838317,High risk
C1416647,29,1,154.87,25973.07,26.5,F,india,0.9310043501838317,High risk
C3320414,25,1,124.0,25850.58,26.0,M,india,0.9310043501838317,High risk
C5623562,26,1,571.92,62422.5,29.1,M,india,0.9310040350551541,High risk
C1839519,30,1,566.0,19740.99,30.0,M,india,0.9310027108581892,High risk
C5564257,29,1,47.0,1022.23,28.5,F,india,0.9310022876627566,High risk
C1439757,25,1,350.0,148940.24,42.5,M,india,0.9310022855935154,High risk
C7422873,26,1,450.0,569028.77,50.2,M,india,0.9310022855935154,High risk
C6612330,25,1,375.0,231986.07,49.4,M,india,0.9310022855935154,High risk
C3437043,29,1,418.0,607966.06,42.5,M,india,0.9310022855935154,High risk
C2315567,27,1,92.0,2498.85,44.0,M,india,0.9309969969908528,High risk
C1626266,26,1,500.0,11430.18,69.3,M,india,0.9309963292257678,High risk
C2762815,25,1,2427.0,28178.73,50.5,F,india,0.9309958601388826,High risk
C2632657,26,2,6095.32,25621.33,30.3,M,india,0.9309899791478785,High risk
C6412364,27,1,595.0,43033.85,25.5,F,india,0.9309881340300475,High risk
C7631238,27,1,600.0,44675.71,25.2,M,india,0.9309881340300475,High risk
C5590149,26,1,579.0,8622.98,,M,india,0.9309880998946531,High risk
C4510417,25,1,180.0,20791.28,31.2,M,india,0.9309857244809068,High risk
C7936624,1,1,170.0,20740.67,30.4,M,india,0.9309857244809068,High risk
C7425275,29,1,200.0,85382.38,33.9,M,india,0.9309854927428757,High risk
C7024778,27,1,209.0,239324.89,33.0,M,india,0.9309850052875593,High risk
C5413279,26,1,360.0,85227.99,31.0,M,india,0.9309840731038486,High risk
C8020161,25,1,43.0,637.15,28.8,M,india,0.9309831124308887,High risk
C4590592,26,1,347.0,117357.02,40.1,M,india,0.9309814391846503,High risk
C8642718,26,1,588.0,72347.59,35.5,M,india,0.9309812915582114,High risk
C5840841,25,1,100.0,33906.23,24.2,F,india,0.9309797754300828,High risk
C7931671,30,2,480.0,76502.2,22.2,M,india,0.930978267196587,High risk
C1039072,27,1,1000.0,34032.29,51.6,F,india,0.9309780920921299,High risk
C3836884,27,1,915.0,35850.55,50.5,M,india,0.9309780920921299,High risk
C3838590,27,1,180.0,35313.51,24.5,M,india,0.930977463019812,High risk
C4030084,27,1,13980.0,45744.27,27.9,M,india,0.930969840699019,High risk
C8335453,22,1,474.04,18066.6,49.4,M,india,0.9309688265573339,High risk
C5012375,25,1,210.0,92652.24,38.8,F,india,0.9309604046623007,High risk
C5623388,1,1,98.0,17345.67,20.8,M,india,0.9309593537763183,High risk
C4540065,1,1,478.0,24454.5,,M,india,0.9309573768021849,High risk
C1436463,25,1,1946.0,27953.05,30.8,M,india,0.9309567735675199,High risk
C5732087,25,1,2526.0,31691.75,30.5,F,india,0.9309567735675199,High risk
C2024021,30,1,2040.4,28272.45,32.0,F,india,0.9309567735675199,High risk
C5831846,25,1,2025.0,28577.73,31.0,M,india,0.9309567735675199,High risk
C3535182,1,1,2000.0,28703.4,32.4,M,india,0.9309567735675199,High risk
C4524114,30,1,3281.0,29058.39,30.0,M,india,0.9309567735675199,High risk
C5813827,29,2,472.0,57614.41,23.7,F,india,0.9309515604980505,High risk
C4759191,26,1,107.0,55914.42,23.6,M,india,0.9309489548611652,High risk
C2134252,25,2,4909.0,103700.73,30.0,F,india,0.9309455565639132,High risk
C8128146,26,2,5200.0,1851554.42,42.4,F,india,0.9309437584072662,High risk
C4840263,27,1,600.0,9700.98,38.9,F,india,0.9309434880724333,High risk
C7411827,29,1,200.0,173262.01,22.6,M,india,0.930942978776155,High risk
C5242542,26,1,49.0,10473.82,27.6,F,india,0.9309426419788923,High risk
C3127639,26,1,50.0,1281.46,28.7,F,india,0.9309426419788923,High risk
C2314252,26,1,110.0,23592.87,23.9,M,india,0.9309423047913028,High risk
C3131448,26,1,200.0,977.95,30.1,F,india,0.9309409544800152,High risk
C4319168,1,1,200.0,7627.62,31.1,M,india,0.9309409544800152,High risk
C5023982,25,1,200.0,1531.28,30.9,M,india,0.9309409544800152,High risk
C4015436,1,1,200.0,5936.29,32.5,M,india,0.9309409544800152,High risk
C1114946,30,1,200.0,2421.0,31.6,M,india,0.9309409544800152,High risk
C7123239,30,2,1403.0,90191.45,53.1,F,india,0.930940093045422,High risk
C8634478,26,1,40.0,5528.36,22.6,F,india,0.9309357726934065,High risk
C7142687,25,1,37.0,16422.92,22.4,F,india,0.9309357726934065,High risk
C1427018,26,2,356.0,3364.39,39.6,M,india,0.9309348350890613,High risk
C4456857,27,1,770.0,51627.75,29.4,F,india,0.9309342535797149,High risk
C5221955,26,2,794.0,30880.64,30.1,M,india,0.930933038315907,High risk
C5229726,30,1,510.0,25000.0,27.7,M,india,0.9309316499542377,High risk
C8322954,26,2,1084.0,321823.74,30.6,F,india,0.9309315453628811,High risk
C8835129,22,1,850.0,32096.54,29.4,F,india,0.9309291776308477,High risk
C7513215,27,2,2950.0,196963.52,29.3,M,india,0.9309244932341955,High risk
C4839629,26,2,232.0,5508.14,28.7,M,india,0.9309178498849684,High risk
C3714939,27,1,233.0,9760.82,27.9,F,india,0.9309148633988157,High risk
C3714991,27,1,222.0,9760.82,27.9,F,india,0.9309148633988157,High risk
C5123733,26,2,1350.0,67090.64,31.0,M,india,0.9309032040251217,High risk
C7622586,1,1,88.24,1294694.19,,M,india,0.9308976571242172,High risk
C6434584,30,1,500.0,22877.44,33.1,M,india,0.9308966481369639,High risk
C1134150,1,1,145.0,24585.34,34.4,M,india,0.930896550794899,High risk
C2658920,25,1,189.0,25376.27,37.0,M,india,0.930896550794899,High risk
C3742239,1,1,286.0,54265.8,35.2,M,india,0.930896314028139,High risk
C8236440,26,1,270.0,62198.74,39.1,M,india,0.930896314028139,High risk
C7711081,22,1,50.0,2610.02,21.1,F,india,0.9308955758697848,High risk
C1329976,30,2,750.0,58768.82,25.8,M,india,0.9308913506838663,High risk
C9028415,27,2,1272.0,348015.63,51.4,M,india,0.9308913053837498,High risk
C3317161,25,1,952.0,485460.52,58.1,F,india,0.9308911676383559,High risk
C1342055,25,1,362.0,320160.31,40.0,M,india,0.9308904874385638,High risk
C5522617,1,1,465.0,273607.45,34.1,F,india,0.9308904874385638,High risk
C5464686,29,1,361.0,169615.84,34.9,M,india,0.9308904874385638,High risk
C1549367,26,1,460.0,203461.72,37.7,M,india,0.9308904874385638,High risk
C1225952,1,1,395.0,161289.86,36.2,M,india,0.9308904874385638,High risk
C6839140,1,1,396.0,225588.8,37.8,M,india,0.9308904874385638,High risk
C3265591,26,1,450.0,144864.16,34.2,M,india,0.9308904874385638,High risk
C2299285,22,1,370.0,138640.43,39.6,F,india,0.9308904874385638,High risk
C5814390,25,1,50.0,1595.28,29.0,M,india,0.9308895210349672,High risk
C1029972,26,2,10413.63,368561.31,45.0,M,india,0.930888065183134,High risk
C8436669,25,1,115.0,27616.16,26.5,F,india,0.9308849666222323,High risk
C4110746,25,1,2500.0,31341.15,35.9,F,india,0.9308840523455735,High risk
C8726363,30,1,1016.0,32831.68,30.4,F,india,0.930881091086372,High risk
C6916911,27,1,265.0,13363.5,26.0,F,india,0.9308781434874499,High risk
C3851282,27,1,303.45,15477.59,26.2,M,india,0.9308781434874499,High risk
C8216914,27,1,294.0,13363.5,26.0,F,india,0.9308781434874499,High risk
C5029518,26,2,610.0,18297.59,26.5,M,india,0.9308748463066827,High risk
C1428746,27,1,289.0,332.04,35.3,M,india,0.9308740026732121,High risk
C1141029,26,2,530.0,9387.05,20.4,M,india,0.9308732042078337,High risk
C6242182,25,1,50.0,1342.84,22.9,F,india,0.9308729151729712,High risk
C7837156,29,1,50.0,11909.14,22.9,F,india,0.9308729151729712,High risk
C7842413,25,1,50.0,3126.89,22.8,F,india,0.9308729151729712,High risk
C6629317,26,1,3750.0,2350.88,27.3,F,india,0.9308722567486248,High risk
C2028131,29,1,376.01,2073997.66,49.1,M,india,0.9308691546757853,High risk
C7157825,27,1,751.5,46381.77,31.4,M,india,0.9308683686424539,High risk
C7015068,27,1,790.0,36497.54,32.2,F,india,0.9308683686424539,High risk
C7247783,26,1,2000.0,3191328.03,,M,india,0.9308678710466948,High risk
C8626729,27,1,598.0,25275.29,23.1,M,india,0.9308654754105917,High risk
C6315882,26,2,622.0,1363.81,63.8,M,india,0.9308624067197602,High risk
C3793829,22,1,700.0,29989.85,27.1,M,india,0.9308585614171181,High risk
C4163445,25,1,470.0,18345.61,35.8,F,india,0.9308569782144894,High risk
C4812119,25,2,4022.04,62982.67,36.4,M,india,0.9308557762951973,High risk
C2630640,1,1,94.0,51551.72,25.0,M,india,0.9308461150971379,High risk
C3227175,27,1,29500.0,37459.18,26.5,M,india,0.9308457077134318,High risk
C4815117,27,1,538.0,43328.08,26.6,M,india,0.9308452285000482,High risk
C1339242,26,1,300.0,70128.94,33.2,F,india,0.9308451076241369,High risk
C5413780,29,1,318.0,69630.43,34.0,M,india,0.9308451076241369,High risk
C1196178,29,1,18.0,232051.26,36.6,M,india,0.9308435574181956,High risk
C6722235,26,1,358.0,400120.61,64.3,M,india,0.9308433110652325,High risk
C4310342,25,1,1000.0,27414.28,41.5,M,india,0.9308425907237848,High risk
C4142539,26,1,999.0,26198.99,44.1,F,india,0.9308425907237848,High risk
C2812536,27,1,4633.78,62602.19,28.8,M,india,0.9308416547396771,High risk
C5833715,30,1,320.0,22536.03,27.3,F,india,0.930840380121268,High risk
C6219317,22,1,320.0,21930.49,26.2,M,india,0.930840380121268,High risk
C5035432,29,1,544.0,317741.59,49.9,M,india,0.9308360495964313,High risk
C3019879,29,1,600.0,254752.29,40.8,M,india,0.9308360495964313,High risk
C7490416,29,1,554.0,257342.94,53.6,M,india,0.9308360495964313,High risk
C2765886,1,1,570.0,187917.22,43.2,M,india,0.9308360495964313,High risk
C2724190,27,1,25.0,114.66,26.9,M,india,0.9308300485780328,High risk
C2027722,26,2,780.0,90029.16,31.6,F,india,0.930827482225469,High risk
C1536114,1,1,200.0,10191.55,32.3,M,india,0.9308274497485638,High risk
C6714561,27,1,51.0,0.1,25.1,F,india,0.930827238510956,High risk
C2375121,26,2,347.0,5657.06,18.8,M,india,0.9308221157791932,High risk
C3277776,27,1,118.0,48565.99,25.6,M,india,0.9308211929705046,High risk
C7436238,25,2,6650.04,458950.42,63.5,M,india,0.9308134905523268,High risk
C1145749,27,1,39.0,7.39,22.7,M,india,0.9308130382742195,High risk
C8121832,27,1,22.0,3865.92,24.5,F,india,0.9308100288819839,High risk
C1239264,25,1,343.19,1096595.66,34.4,M,india,0.9308081495596702,High risk
C7617050,30,1,169.2,6029.67,24.5,M,india,0.9308075475711168,High risk
C1121053,25,1,180.0,6313.12,24.4,F,india,0.9308075475711168,High risk
C5134567,25,1,192.0,5453.76,24.7,M,india,0.9308075475711168,High risk
C8126112,26,1,185.0,2762.42,24.9,M,india,0.9308075475711168,High risk
C5550069,30,1,173.0,1443.65,24.0,M,india,0.9308075475711168,High risk
C5537770,29,1,125.0,26173.36,34.9,F,india,0.9308065534361302,High risk
C2637479,27,1,250.0,17149.09,29.7,F,india,0.9308054855457739,High risk
C8365859,22,1,150.0,24634.75,23.6,F,india,0.9308035264820915,High risk
C2040818,26,1,409.52,11538.13,19.1,M,india,0.9308034981416973,High risk
C7718712,30,1,200.0,13914.76,33.2,M,india,0.9308022817353473,High risk
C7427518,27,1,150.0,43749.1,28.5,M,india,0.9308018152463327,High risk
C6065851,27,1,146.0,38234.55,27.9,M,india,0.9308018152463327,High risk
C7326690,30,2,4994.0,329621.71,33.3,M,india,0.9308000733271756,High risk
C5092784,27,1,15.0,186.88,27.5,M,india,0.9307994390417068,High risk
C1510886,1,1,262.06,21913.8,,M,india,0.930799186225043,High risk
C6321333,26,1,8.94,92762.95,33.8,M,india,0.9307989789868117,High risk
C8831279,26,1,500.0,71131.25,29.0,F,india,0.930798376671421,High risk
C8841674,27,1,50.0,194.51,28.0,M,india,0.9307958817965407,High risk
C6470130,27,1,307.0,18.61,29.2,M,india,0.930795754447488,High risk
C5261564,26,1,472.7,95272.91,33.5,F,india,0.9307945417963982,High risk
C5112864,26,1,530.0,27171.8,,M,india,0.9307942206758564,High risk
C6544861,27,1,64.0,5762.62,21.9,M,india,0.9307941457046454,High risk
C4931638,29,1,65.0,21465.92,27.5,M,india,0.9307921480706598,High risk
C4116668,25,1,60.0,20337.17,25.9,M,india,0.9307921480706598,High risk
C9025964,27,1,1005.0,56538.04,40.6,M,india,0.9307899575191677,High risk
C2211736,27,1,945.0,53461.82,45.7,M,india,0.9307899575191677,High risk
C7620762,26,2,3050.0,86527.3,21.6,M,india,0.9307889175803838,High risk
C3953782,29,1,133.0,26454.19,24.4,F,india,0.930787388852019,High risk
C8617390,26,1,45.0,15179.26,24.3,F,india,0.9307853203273874,High risk
C7035374,22,1,44.0,6560.52,24.8,F,india,0.9307853203273874,High risk
C8734684,1,1,250.0,17673.8,28.2,M,india,0.9307795916657036,High risk
C4174535,27,1,30.0,0.35,22.0,M,india,0.9307776523217776,High risk
C1794973,26,2,305.0,61777.64,24.2,M,india,0.9307768546307508,High risk
C6431158,29,1,210.0,184235.65,37.0,M,india,0.9307747418039624,High risk
C1923680,29,1,520.0,74407.75,29.8,M,india,0.9307736970364432,High risk
C8432874,26,1,500.0,74407.91,32.0,M,india,0.9307736970364432,High risk
C5110990,30,2,5260.0,66695.02,38.3,M,india,0.9307713126743317,High risk
C1268658,27,1,61.0,2086.64,29.0,M,india,0.9307684882059108,High risk
C1930188,27,1,3499.0,104256.47,26.8,M,india,0.930761990147065,High risk
C8531615,22,2,5260.0,51951.74,23.8,M,india,0.9307618043998651,High risk
C3312435,25,1,69.0,5727.94,31.4,F,india,0.9307513788775629,High risk
C4412128,26,1,60.0,9053.15,32.5,F,india,0.9307513788775629,High risk
C1913429,29,1,200.0,325820.72,30.2,M,india,0.9307512232396733,High risk
C4734560,29,1,200.0,136549.13,30.7,M,india,0.9307512232396733,High risk
C8141766,26,1,200.0,198561.82,30.0,M,india,0.9307512232396733,High risk
C4449049,25,1,200.0,124558.16,30.0,M,india,0.9307512232396733,High risk
C2236724,27,1,400.0,17782.24,34.4,F,india,0.930751096931682,High risk
C4522638,25,1,200.0,2991.68,20.9,F,india,0.9307503345884335,High risk
C8635292,1,1,363.78,19237.72,46.4,M,india,0.9307500696942188,High risk
C1810020,27,1,880.0,74068.16,28.2,M,india,0.9307476749367847,High risk
C7840014,29,1,199.0,38515.92,28.5,M,india,0.9307460133405684,High risk
C5213115,25,1,599.0,12749.21,,M,india,0.9307425641875623,High risk
C4313159,1,1,593.0,12749.21,,M,india,0.9307425641875623,High risk
C9031160,26,1,190.0,17519.61,47.8,M,india,0.9307423284656527,High risk
C1424084,27,1,575.89,803.65,49.2,M,india,0.9307406389039559,High risk
C1310060,27,1,250.0,1421749.86,33.1,F,india,0.9307373566306798,High risk
C6222346,29,1,254.0,66512.72,36.9,M,india,0.9307365794746822,High risk
C1452735,27,1,100.0,21804.85,22.2,F,india,0.9307364317486496,High risk
C3659029,27,1,80.0,5804.18,37.6,M,india,0.9307351157251549,High risk
C8442338,26,1,300.0,104723.79,32.8,M,india,0.9307350073224042,High risk
C5422016,1,1,320.0,110341.58,33.4,M,india,0.9307350073224042,High risk
C5726839,27,1,2925.0,335965.86,21.2,M,india,0.9307341301735144,High risk
C8439948,26,2,2400.0,10539.2,26.3,M,india,0.9307339165225001,High risk
C5340364,27,1,2245.0,147861.4,26.8,M,india,0.9307326207148671,High risk
C9040369,27,1,1906.0,168367.3,27.1,M,india,0.9307326207148671,High risk
C3612522,27,1,3000.0,210228.84,26.5,F,india,0.9307326207148671,High risk
C1745044,29,1,315.0,156310.08,49.3,M,india,0.9307324243859194,High risk
C5934246,26,1,285.55,154011.54,44.2,F,india,0.9307324243859194,High risk
C4030250,25,1,282.0,153275.93,45.0,M,india,0.9307324243859194,High risk
C6012537,26,1,300.0,183711.95,41.6,M,india,0.9307324243859194,High risk
C6756279,26,1,326.0,161266.23,43.5,M,india,0.9307324243859194,High risk
C6840026,1,1,929.0,26075.85,36.7,M,india,0.9307305530648221,High risk
C6392361,26,1,210.0,70636.0,27.3,F,india,0.930724867380476,High risk
C6296613,29,1,555.0,267018.19,35.0,M,india,0.9307240021292411,High risk
C5574711,1,1,600.0,216509.66,37.0,F,india,0.9307240021292411,High risk
C1931149,29,2,440.0,23973.82,29.5,F,india,0.9307230333514497,High risk
C3524056,27,1,345.0,13655.49,29.5,M,india,0.9307226013371795,High risk
C5639144,25,1,100.0,50906.5,23.8,M,india,0.9307214217599283,High risk
C4812349,29,1,100.0,49019.71,23.1,M,india,0.9307214217599283,High risk
C7924781,27,1,568.0,31483.68,24.7,F,india,0.9307189412126369,High risk
C5716943,26,1,756.0,256292.99,60.2,M,india,0.9307175308307251,High risk
C8383325,29,1,1508.67,839867.74,65.2,M,india,0.9307157269406962,High risk
C5330692,30,1,23000.0,27055.87,48.7,M,india,0.9307149182160025,High risk
C1026069,26,1,500.0,24157.89,24.2,M,india,0.9307144770250463,High risk
C8650645,29,1,260.0,84424.95,29.8,M,india,0.930714145965399,High risk
C1632657,22,1,1.0,17282.45,27.5,M,india,0.9307122225101028,High risk
C4926628,30,2,5715.0,23507.35,49.6,M,india,0.9307072426728116,High risk
C6870734,29,1,445.0,83809.22,53.4,M,india,0.9307003957572648,High risk
C5320622,27,1,612.0,29777.98,33.0,F,india,0.9306978702178887,High risk
C4335873,22,3,1761.38,22308.35,38.9,M,india,0.9306975182491463,High risk
C4497170,25,1,200.0,204616.8,26.4,F,india,0.9306972214192004,High risk
C4838562,1,1,200.0,206991.78,27.5,F,india,0.9306972214192004,High risk
